animal_name,animal_type,primary_breed,primary_color,sex,animal_size,dob,intake_date,outcome_date,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_cond,outcome_cond,crossing
,BIRD,CHICKEN,BROWN,U,SMALL,,3/30/2022,00:00.0,CONFISCATE,POLICE,TRANSFER,,DEAD,DEAD,"5036 N PERTH CT, DENVER CO 80249"
,BIRD,CHICKEN,BROWN,U,SMALL,,3/30/2022,00:00.0,CONFISCATE,POLICE,TRANSFER,,DEAD,DEAD,"5036 N PERTH CT, DENVER CO 80249"
BELLA,DOG,HAVANESE,GRAY,S,SMALL,6/14/2007,3/30/2022,00:00.0,STRAY,DROP BOX,RTO,EMAIL,NORMAL,,"36TH AND TENNYSON DENVER, CO"
MAX,DOG,GERM SHEPHERD,TRICOLOR,M,LARGE,6/15/2020,3/30/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,FEARFUL,NORMAL,"3644 N WILLIAMS ST, DENVER CO 80205"
,OTHER,RACCOON,GRAY,U,SMALL,,3/30/2022,00:00.0,STRAY,FIELD,EUTH,,SICK,U/U WILDLF,"4900 N TRENTON ST, DENVER CO 80216"
FORREST,DOG,BASSET HOUND,WHITE,N,MED,4/5/2021,3/30/2022,00:00.0,STRAY,OTC,ADOPTION,EMAIL,NORMAL,T/M MED MO,6TH AND SHERIDAN
,DOG,PIT BULL,BROWN,F,PUPPY,2/3/2022,3/30/2022,00:00.0,STRAY,OTC,TRANSFER,,NORMAL,T/M FEARFU,"3424 W MISSISSIPPI AVE, DENVER CO 80219"
ZUDA,CAT,DOMESTIC SH,BRN TABBY,N,MED,5/4/2021,3/30/2022,00:00.0,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"702 E 12TH AVE, DENVER CO 80203"
SAGE,DOG,SIBERIAN HUSKY,BLACK,S,MED,3/31/2019,3/30/2022,00:00.0,STRAY,FIELD,RTO,EMAIL,NORMAL,NORMAL,"1200 N SPEER BLVD, DENVER CO 80204"
SAGE,DOG,SIBERIAN HUSKY,BLACK,S,MED,3/31/2019,4/24/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"4655 N HUMBOLDT ST, DENVER CO 80216"
ALPHA,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,3/31/2020,4/24/2022,00:00.0,STRAY TAGS,,RTO,OFFICE,INJURED,,"4655 N HUMBOLDT ST, DENVER CO 80216"
ALPHA,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,3/31/2020,3/30/2022,00:00.0,STRAY,FIELD,RTO,EMAIL,NORMAL,NORMAL,"1200 N SPEER BLVD, DENVER CO 80204"
MOPSY,DOG,SHIH TZU,WHITE,M,SMALL,4/6/2020,3/30/2022,00:00.0,STRAY,OTC,TRANSFER,LONGMNT HS,NORMAL,T/M MED MO,"2800 W 22ND AVE, DENVER CO 80211"
INDY,CAT,DOMESTIC SH,BLACK,N,MED,4/6/2011,3/30/2022,00:00.0,CONFISCATE,FIELD,TRANSFER,PAWS & CO,NORMAL,U/U GERAT,"7100 E EVANS AVE, DENVER CO 80224"
NOKEY,CAT,DOMESTIC SH,WHITE,N,MED,9/8/2017,3/30/2022,00:00.0,CONFISCATE,FIELD,TRANSFER,PAWS & CO,NORMAL,H-HEALTHY,"7100 E EVANS AVE, DENVER CO 80224"
RADO,DOG,AUST CATTLE DOG,BLUE MERLE,N,MED,6/6/2021,3/30/2022,00:00.0,STRAY TAGS,FIELD,TRANSFER,ADAMS CTY,FEARFUL,T/M FEARFU,"27500 E 80TH AVE, DENVER CO 80249"
LULU,DOG,GERM SHEPHERD,YELLOW,S,LARGE,10/1/2012,3/30/2022,00:00.0,STRAY,OTC,RTO,EMAIL,NORMAL,NORMAL,"550 S SHERIDAN BLVD, DENVER CO 80219"
REINA,DOG,AM PIT BULL TER,BR BRINDLE,F,LARGE,11/4/2020,3/30/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"3547 W KENTUCKY AVE, DENVER CO 80219"
GOTTI,DOG,AMER BULLDOG,GRAY,N,MED,9/30/2019,3/30/2022,00:00.0,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,T/M MED MO,"2797 WEWATTA WAY, DENVER CO 80216"
BENNY,DOG,CHIHUAHUA SH,TAN,N,TOY,3/30/2018,6/6/2022,00:00.0,CONFISCATE,FIELD,ADOPTION,EMAIL,FEARFUL,T/M MED MO,"200 N RAMPART WAY, DENVER CO 80230"
DIXXON,DOG,CHINESE SHARPEI,BROWN,N,PUPPY,7/1/2021,3/30/2022,00:00.0,STRAY,,ADOPTION,EMAIL,SICK,H-HEALTHY,"5545 S XAVIER ST, DENVER CO 80236"
AUTUMN,DOG,LABRADOR RETR,BLACK,F,MED,3/31/2006,3/31/2022,00:00.0,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,LORETTO HEIGHT PARK
STRUDEL,CAT,DOMESTIC SH,GRAY,N,LARGE,3/31/2009,3/31/2022,00:00.0,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,U/U GERAT,"1317 N PEARL ST, DENVER CO 80203"
GOUDA,CAT,DOMESTIC LH,BROWN,N,SMALL,4/4/2020,3/31/2022,00:00.0,OWNER SUR,,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1490 N ZENOBIA ST, DENVER CO 80204"
ONYX,DOG,POODLE MIN,BLACK,N,MED,8/31/2021,3/31/2022,00:00.0,OWNER SUR,,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3400 S LOWELL BLVD, DENVER CO 80236"
REMY,DOG,POODLE MIN,BLACK,N,MED,3/31/2021,3/31/2022,00:00.0,OWNER SUR,,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3400 S LOWELL BLVD, DENVER CO 80236"
ZEUES,DOG,AM PIT BULL TER,GRAY,M,MED,,3/31/2022,00:00.0,CONFISCATE,FIELD,EUTH,,FEARFUL,U/U HIS AG,"3481 S FENTON ST, DENVER CO 80227"
AVIV,DOG,AM PIT BULL TER,GRAY,N,LARGE,4/14/2019,3/31/2022,00:00.0,STRAY,,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"425 S GALENA WAY, DENVER CO 80247"
PHOEBE,DOG,DACHSHUND,BROWN,S,TOY,3/31/2016,3/31/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"2202 N DOWNING ST, DENVER CO 80205"
MISTY,CAT,SNOWSHOE,LILAC PT,S,SMALL,3/31/2010,3/31/2022,00:00.0,OWNER SUR,NONCONFIRM,FOSTER,,SICK,U/U MED SV,"4395 W GILL PL, DENVER CO 80219"
MISTY,CAT,SNOWSHOE,LILAC PT,S,SMALL,3/31/2010,5/4/2022,00:00.0,FOSTER IN,OTC,EUTH,,SICK,U/U MED SV,FOSTER IN
CHECKERS,CAT,DOMESTIC LH,WHITE,N,SMALL,3/31/2010,5/4/2022,00:00.0,FOSTER IN,OTC,EUTH,,SICK,U/U MED SV,FOSTER IN
CHECKERS,CAT,DOMESTIC LH,WHITE,N,SMALL,3/31/2010,3/31/2022,00:00.0,OWNER SUR,NONCONFIRM,FOSTER,,SICK,U/U MED SV,"4395 W GILL PL, DENVER CO 80219"
SCOOTER,DOG,SHIH TZU,CREAM,N,SMALL,4/1/2008,3/31/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"2836 N IRVING ST, DENVER CO 80211"
BOLTZ,DOG,CHIHUAHUA SH,TAN,N,SMALL,6/1/2008,3/31/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,SICK,,"1491 S MEADE ST, DENVER CO 80219"
CITA,CAT,DOMESTIC MH,BRN TABBY,S,SMALL,4/1/2021,3/31/2022,00:00.0,STRAY,OTC,FOSTER,,NURSING,,"1680 S SHERIDAN BLVD, DENVER CO 80219"
CITA,CAT,DOMESTIC MH,BRN TABBY,S,SMALL,4/1/2021,5/7/2022,00:00.0,FOSTER IN,OTC,FOSTER,,NORMAL,H-HEALTHY,FOSTER IN
CITA,CAT,DOMESTIC MH,BRN TABBY,S,SMALL,4/1/2021,6/30/2022,00:00.0,FOSTER IN,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,FOSTER IN
BRITNEY,CAT,DOMESTIC SH,BRN TABBY,S,KITTN,3/1/2022,5/7/2022,00:00.0,FOSTER IN,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1680 S SHERIDAN BLVD, DENVER CO 80219"
BRITNEY,CAT,DOMESTIC SH,BRN TABBY,S,KITTN,3/1/2022,3/31/2022,00:00.0,STRAY,OTC,FOSTER,,NURSING,,"1680 S SHERIDAN BLVD, DENVER CO 80219"
PICKLES,CAT,DOMESTIC SH,BRN TABBY,N,KITTN,3/1/2022,3/31/2022,00:00.0,STRAY,OTC,FOSTER,,NURSING,,"1680 S SHERIDAN BLVD, DENVER CO 80219"
PICKLES,CAT,DOMESTIC SH,BRN TABBY,N,KITTN,3/1/2022,5/7/2022,00:00.0,FOSTER IN,,ADOPTION,EMAIL,NORMAL,H-HEALTHY,FOSTER IN
TRIANGLE,CAT,DOMESTIC SH,BRN TABBY,N,KITTN,3/1/2022,5/7/2022,00:00.0,FOSTER IN,,ADOPTION,EMAIL,NORMAL,H-HEALTHY,FOSTER IN
TRIANGLE,CAT,DOMESTIC SH,BRN TABBY,N,KITTN,3/1/2022,3/31/2022,00:00.0,STRAY,OTC,FOSTER,,NURSING,,"1680 S SHERIDAN BLVD, DENVER CO 80219"
MYSTERIO,CAT,DOMESTIC SH,BRN TABBY,N,KITTN,3/1/2022,3/31/2022,00:00.0,STRAY,OTC,FOSTER,,NURSING,,"1680 S SHERIDAN BLVD, DENVER CO 80219"
MYSTERIO,CAT,DOMESTIC SH,BRN TABBY,N,KITTN,3/1/2022,5/7/2022,00:00.0,FOSTER IN,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,FOSTER IN
POPPY,CAT,DOMESTIC SH,BRN TABBY,N,KITTN,3/1/2022,5/7/2022,00:00.0,FOSTER IN,,ADOPTION,EMAIL,NORMAL,H-HEALTHY,FOSTER IN
POPPY,CAT,DOMESTIC SH,BRN TABBY,N,KITTN,3/1/2022,3/31/2022,00:00.0,STRAY,OTC,FOSTER,,NURSING,,"1680 S SHERIDAN BLVD, DENVER CO 80219"
JASPER,CAT,DOMESTIC SH,BRN TABBY,N,KITTN,3/1/2022,3/31/2022,00:00.0,STRAY,OTC,FOSTER,,NURSING,,"1680 S SHERIDAN BLVD, DENVER CO 80219"
JASPER,CAT,DOMESTIC SH,BRN TABBY,N,KITTN,3/1/2022,5/7/2022,00:00.0,FOSTER IN,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,FOSTER IN
DOTTIE,CAT,DOMESTIC SH,CALICO,S,SMALL,4/4/2021,3/31/2022,00:00.0,STRAY,OTC,FOSTER,,NORMAL,,"1300 N KRAMERIA ST, DENVER CO 80220"
DOTTIE,CAT,DOMESTIC SH,CALICO,S,SMALL,4/4/2021,6/6/2022,00:00.0,FOSTER IN,OTC,ADOPTION,EMAIL,NORMAL,T/M ALERGY,FOSTER IN
OLLIE,CAT,DOMESTIC SH,BRN TABBY,N,KITTN,3/26/2022,6/6/2022,00:00.0,FOSTER IN,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,FOSTER IN
OLLIE,CAT,DOMESTIC SH,BRN TABBY,N,KITTN,3/26/2022,3/31/2022,00:00.0,STRAY,OTC,FOSTER,,NORMAL,,"1300 N KRAMERIA ST, DENVER CO 80220"
ELLIE,CAT,DOMESTIC SH,BLK TABBY,S,KITTN,3/26/2022,3/31/2022,00:00.0,STRAY,OTC,FOSTER,,NORMAL,,"1300 N KRAMERIA ST, DENVER CO 80220"
ELLIE,CAT,DOMESTIC SH,BLK TABBY,S,KITTN,3/26/2022,6/6/2022,00:00.0,FOSTER IN,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,FOSTER IN
JET,CAT,DOMESTIC SH,BLACK,N,MED,4/4/2021,3/31/2022,00:00.0,STRAY,,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1300 N KRAMERIA ST, DENVER CO 80220"
,DOG,PIT BULL,GRAY,M,PUPPY,2/23/2022,3/31/2022,00:00.0,STRAY,FIELD,EUTH,,SICK,U/U MED ER,"4815 N BLACKHAWK WAY, DENVER CO 80239"
GRASSHOPPER,DOG,LABRADOR RETR,BLACK,N,MED,7/16/2021,3/31/2022,00:00.0,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"4600 N SHERIDAN BLVD, DENVER CO 80212"
,DOG,GERM SHEPHERD,BROWN,U,PUPPY,,4/1/2022,00:00.0,STRAY,OTC,TRANSFER,,NORMAL,,
,DOG,GERM SHEPHERD,BL BRINDLE,U,PUPPY,,4/1/2022,00:00.0,STRAY,OTC,TRANSFER,,NORMAL,,
,DOG,GERM SHEPHERD,BL BRINDLE,U,PUPPY,,4/1/2022,00:00.0,STRAY,OTC,TRANSFER,,NORMAL,,
,DOG,GERM SHEPHERD,BROWN,U,PUPPY,,4/1/2022,00:00.0,STRAY,OTC,TRANSFER,,NORMAL,,
,DOG,GERM SHEPHERD,BROWN,U,PUPPY,,4/1/2022,00:00.0,STRAY,OTC,TRANSFER,,NORMAL,,
,DOG,GERM SHEPHERD,BL BRINDLE,U,PUPPY,,4/1/2022,00:00.0,STRAY,OTC,TRANSFER,,NORMAL,,
MITCHELL,OTHER,GUINEA PIG,WHITE,M,LARGE,11/4/2021,4/1/2022,00:00.0,STRAY,OTC,ADOPTION,EMAIL,NORMAL,T/M EXOTIC,1284 BAYAUD ST
MITCHELL,OTHER,GUINEA PIG,WHITE,M,LARGE,11/4/2021,4/22/2022,00:00.0,ADOPT RET,OTC,TRANSFER,HSPPR,NORMAL,T/M EXOTIC,7519 W 72ND AVE ARVADA CO 80003
FERRET FAWCET,OTHER,FERRET,WHITE,S,LARGE,4/1/2021,4/1/2022,00:00.0,STRAY,OTC,ADOPTION,EMAIL,NORMAL,T/M EXOTIC,1284 BAYAUD ST
ORCHID,DOG,AUST SHEPHERD,TRICOLOR,S,MED,4/15/2021,4/1/2022,00:00.0,STRAY,,TRANSFER,UNTIL HOME,NORMAL,U/U AGG,"1284 W BAYAUD AVE, DENVER CO 80223"
MAX,CAT,DOMESTIC SH,BLACK,N,LARGE,4/8/2011,4/1/2022,00:00.0,STRAY,OTC,EUTH,,NORMAL,U/U MED SV,"1284 W BAYAUD AVE, DENVER CO 80223"
STELLA,CAT,DOMESTIC SH,BLACK,S,LARGE,4/4/2021,4/1/2022,00:00.0,STRAY,,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1284 W BAYAUD AVE, DENVER CO 80223"
REESES,CAT,DOMESTIC SH,BLACK,M,LARGE,2/28/2021,4/1/2022,00:00.0,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"1284 W BAYAUD AVE, DENVER CO 80223"
,OTHER,RACCOON,GRAY,U,SMALL,,4/1/2022,00:00.0,STRAY,FIELD,EUTH,,SICK,U/U WILDLF,"3717 N WOLFF ST, DENVER CO 80212"
LUCY,DOG,LABRADOR RETR,TAN,F,MED,9/6/2020,4/1/2022,00:00.0,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"5153 E THRILL PL, DENVER CO 80207"
MILO,DOG,JACK RUSS TERR,BLACK,N,PUPPY,9/1/2021,4/1/2022,00:00.0,OWNER SUR,,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"7533 W YALE AVE, DENVER CO 80227"
MILO,DOG,JACK RUSS TERR,BLACK,N,PUPPY,9/1/2021,5/20/2022,00:00.0,OWNER SUR,BITE,EUTH,,AGGRESSIVE,U/U HIS AG,"7533 W YALE AVE, DENVER CO 80227"
BOOTIE,CAT,DOMESTIC MH,CHOC PT,F,SMALL,4/1/2002,4/1/2022,00:00.0,OWNER SUR,NONCONFIRM,DISPOSAL,DOA,DEAD,CREMATION,"3300 W FLORIDA AVE, DENVER CO 80219"
LEV,DOG,CHIHUAHUA LH,BLACK,N,MED,4/1/2018,6/5/2022,00:00.0,STRAY TAGS,FIELD,ADOPTION,EMAIL,NORMAL,T/M MED MO,"3975 N PEORIA WAY, DENVER CO 80239"
MULAN,CAT,DOMESTIC SH,CALICO,S,MED,4/6/2015,4/1/2022,00:00.0,STRAY TAGS,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3100 N INCA ST, DENVER CO 80202"
HAMLET,CAT,DOMESTIC SH,BRN TABBY,N,LARGE,4/9/2021,4/1/2022,00:00.0,STRAY,OTC,TRANSFER,SNR P & C,NORMAL,U/U AGG,"5243 N ELKHART ST, DENVER CO 80239"
MARLOWE,DOG,CHIHUAHUA SH,BROWN,M,SMALL,4/1/2015,4/1/2022,00:00.0,OWNER SUR,NONCONFIRM,DISPOSAL,DOA,DEAD,DEAD,"4923 N FILLMORE ST, DENVER CO 80216"
REN,DOG,SIBERIAN HUSKY,WHITE,M,LARGE,10/2/2020,4/1/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"5172 N CROWN BLVD, DENVER CO 80239"
FENNEC,DOG,LABRADOR RETR,TAN,S,MED,4/1/2021,4/2/2022,00:00.0,TRANSFR IN,,ADOPTION,EMAIL,NORMAL,T/M FEARFU,2080 S QUEBEC ST DENVER 80231
FENNEC,DOG,LABRADOR RETR,TAN,S,MED,4/1/2021,6/27/2022,00:00.0,ADOPT RET,OTC,ADOPTION,EMAIL,NORMAL,T/M FEARFU,9595 PECOS ST THORNTON 80260
MOORA,DOG,WEIMARANER,LIVER,S,LARGE,4/1/2006,4/1/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,SICK,"2321 W 35TH AVE, DENVER, CO 80211"
RUGER,DOG,PIT BULL,BROWN,S,PUPPY,12/28/2021,4/1/2022,00:00.0,STRAY,,ADOPTION,EMAIL,NORMAL,T/M MED MO,"4720 N JOSEPHINE ST, DENVER CO 80216"
MICKEY,DOG,POODLE MIN,WHITE,N,MED,4/2/2015,4/1/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,1776 S JACKSON ST
KING,DOG,BORDER COLLIE,BLACK,M,LARGE,1/8/2021,4/2/2022,00:00.0,STRAY,DROP BOX,RTO,OFFICE,NORMAL,H-HEALTHY,29TH & LOWELL
ZEUS,DOG,MASTIFF,BLUE,M,PUPPY,1/3/2022,4/2/2022,00:00.0,STRAY,OTC,RTO,EMAIL,NORMAL,NORMAL,1241 W BAYAUD AVE DENVER CO
BO,DOG,GERM SHEPHERD,BLACK,F,LARGE,,4/2/2022,00:00.0,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,1241 W BAYAUD AVE
DUTCHESS,DOG,AMER BULLDOG,WHITE,S,LARGE,4/2/2008,4/2/2022,00:00.0,STRAY TAGS,FIELD,RTO,EMAIL,NORMAL,,"5485 W 20TH AVE, DENVER CO 80212"
DUTCHESS,DOG,AMER BULLDOG,WHITE,S,LARGE,4/2/2008,9/21/2022,00:00.0,STRAY,OTC,RTO,OFFICE,INJURED,NORMAL,"3003 W LOUISIANA AVE, DENVER CO 80219"
DUTCHESS,DOG,AMER BULLDOG,WHITE,S,LARGE,4/2/2008,10/30/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,AGED,CREMATION,2845 W LOUISIANA AVE DENVER CO 80219
STEVEN GRANT,DOG,WH TERRIER,BLACK,N,SMALL,9/13/2021,4/2/2022,00:00.0,STRAY,,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1655 N GROVE ST, DENVER CO 80204"
,CAT,DOMESTIC SH,GRAY,F,MED,4/4/2017,4/2/2022,00:00.0,STRAY,OTC,TRANSFER,CAT CARE,NORMAL,H-HEALTHY,"73 S LOGAN ST, DENVER CO 80209"
,OTHER,SQUIRREL,BROWN,U,SMALL,,4/2/2022,00:00.0,STRAY,FIELD,EUTH,,INJURED,U/U WILDLF,"69 N GALAPAGO ST, DENVER CO 80223"
KILO,DOG,PUG,FAWN,M,SMALL,4/3/2020,4/2/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"4700 N PEORIA ST, DENVER CO 80239"
PICATSO,CAT,DOMESTIC SH,LILAC PT,N,MED,7/9/2021,4/3/2022,00:00.0,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,T/M MED MO,"1961 E 78TH AVE THORTON, CO"
TANGO,DOG,CHIHUAHUA LH,WHITE,M,SMALL,4/3/2016,4/3/2022,00:00.0,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"29TH AND N CHAMPA, DENVER, CO"
COBB,DOG,GERM SHEPHERD,TAN,N,LARGE,4/13/2019,4/3/2022,00:00.0,STRAY,,TRANSFER,AFA,FEARFUL,T/M FEARFU,"1241 W BAYAUD AVE, DENVER, CO"
CAMIE,DOG,GERM SHEPHERD,TAN,S,LARGE,4/13/2019,4/3/2022,00:00.0,STRAY,DROP BOX,TRANSFER,AFA,FEARFUL,T/M FEARFU,"1241 W BAYAUD AVE, DENVER, CO"
ZEUS,DOG,GREAT PYRENEES,WHITE,N,LARGE,11/3/2021,8/31/2022,00:00.0,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
FREDO,DOG,LABRADOR RETR,BROWN,N,MED,4/3/2017,4/3/2022,00:00.0,OWNER SUR,OTC,RTO,OFFICE,NORMAL,H-HEALTHY,"2823 E 45TH AVE, DENVER CO 80216"
,CAT,DOMESTIC SH,BRN TABBY,U,SMALL,,4/3/2022,00:00.0,STRAY,FIELD,EUTH,,SICK,U/U MED SV,"400 N TENNYSON ST, DENVER CO 80219"
TAZ,DOG,COCKER SPAN,RED,M,MED,4/3/2007,4/3/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,AGED,CREMATION,"520 S TEJON ST, DENVER CO 80223"
LILY,DOG,PUG,BLACK,F,SMALL,4/3/2009,4/3/2022,00:00.0,OWNER SUR,NONCONFIRM,DISPOSAL,DOA,DEAD,CREMATION,"3332 W ARKANSAS AVE, DENVER CO 80219"
WIGGLES,OTHER,GUINEA PIG,BLACK,F,SMALL,4/3/2021,4/3/2022,00:00.0,OWNER SUR,NONCONFIRM,TRANSFER,HSPPR,NORMAL,H-HEALTHY,"1323 N GILPIN ST, DENVER CO 80218"
PUMA THURMAN,CAT,DOMESTIC SH,BLACK,S,SMALL,10/4/2021,4/4/2022,00:00.0,STRAY,,ADOPTION,EMAIL,NORMAL,T/M MED MO,
MARC SPECTOR,DOG,SHIH TZU,WHITE,M,SMALL,4/11/2020,4/4/2022,00:00.0,STRAY,DROP BOX,TRANSFER,PAWS & CO,NORMAL,H-HEALTHY,W CUSTER PL & S LOWELL BLVD
PRINCE,DOG,CHIHUAHUA SH,TAN,M,SMALL,4/7/2021,4/4/2022,00:00.0,STRAY,DROP BOX,RTO,EMAIL,NORMAL,NORMAL,"1230 W 46TH AVE, DENVER CO 80211"
SIMON,CAT,SIAMESE,BLUE PT,N,MED,4/4/2019,4/4/2022,00:00.0,STRAY,FIELD,TRANSFER,SNR P & C,INJURED,U/U FER AD,"818 S DEXTER ST, DENVER CO 80246"
,OTHER,RACCOON,GRAY,U,MED,,4/4/2022,00:00.0,STRAY,FIELD,EUTH,,SICK,U/U WILDLF,"5567 N XANADU ST, DENVER CO 80239"
REGGIE,CAT,DOMESTIC SH,BLACK,N,MED,4/17/2018,4/4/2022,00:00.0,CONFISCATE,,ADOPTION,EMAIL,NORMAL,U/U AGG,"2929 W COLORADO AVE, DENVER CO 80219"
REMI,DOG,GOLDEN RETR,GOLD,F,MED,7/14/2019,4/4/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"1355 N QUINCE ST, DENVER CO 80220"
SIMON,CAT,DOMESTIC LH,GRAY,N,MED,4/10/2020,4/4/2022,00:00.0,CONFISCATE,FIELD,ADOPTION,EMAIL,NORMAL,T/M MED MO,"2929 W COLORADO AVE, DENVER CO 80219"
HOWIE,CAT,DOMESTIC MH,BLACK,N,MED,4/4/2020,4/4/2022,00:00.0,CONFISCATE,FIELD,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"2929 W COLORADO AVE, DENVER CO 80219"
,OTHER,RACCOON,GRAY,U,MED,,4/4/2022,00:00.0,STRAY,FIELD,EUTH,,SICK,U/U WILDLF,"2680 S HOOKER ST, DENVER CO 80219"
,CAT,DOMESTIC SH,BLACK,F,MED,4/4/2014,4/4/2022,00:00.0,STRAY,FIELD,EUTH,,SICK,U/U MED SV,"888 S PETERSON WAY, DENVER CO 80223"
,BIRD,GOOSE,GRAY,U,LARGE,,4/4/2022,00:00.0,STRAY,FIELD,DISPOSAL,DOA,DEAD,DEAD,"1241 W BAYAUD AVE, DENVER CO 80223"
,OTHER,SQUIRREL,BROWN,U,SMALL,,4/4/2022,00:00.0,STRAY,OTC,WILD REL,,INJURED,,"4074 S POPLAR WAY, DENVER CO 80237"
CHICO,DOG,AM PIT BULL TER,BROWN,M,LARGE,,12/8/2022,00:00.0,OWNER SUR,BQ,EUTH,,AGGRESSIVE,U/U HIS AG,"2767 W ILIFF AVE, DENVER CO 80219"
,CAT,DOMESTIC SH,LYNX PT,U,MED,,4/4/2022,00:00.0,STRAY,OTC,DISPOSAL,DOA,DEAD,DEAD,"1690 S FEDERAL BLVD, DENVER CO 80219"
LIL MAMA,DOG,AM PIT BULL TER,BLACK,S,MED,1/5/2020,4/4/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,FEARFUL,NORMAL,"3350 W LOUISIANA AVE, DENVER CO 80219"
STELLA,OTHER,GUINEA PIG,CALICO,F,MED,4/4/2020,4/4/2022,00:00.0,OWNER SUR,NONCONFIRM,TRANSFER,HSPPR,NORMAL,H-HEALTHY,3027 W AVENDALE DR DENVER 80204
ROLO,OTHER,GUINEA PIG,BROWN,F,MED,4/4/2020,4/4/2022,00:00.0,OWNER SUR,NONCONFIRM,TRANSFER,HSPPR,NORMAL,H-HEALTHY,3027 W AVENDALE DR DENVER 80204
BUDDY,DOG,CHIHUAHUA SH,BLACK,N,TOY,,4/4/2022,00:00.0,STRAY TAGS,FIELD,RTO,,INJURED,INJURED,"5295 N FAIRPLAY ST, DENVER CO 80239"
DREBO,DOG,CHIHUAHUA SH,BROWN,M,SMALL,,4/4/2022,00:00.0,CONFISCATE,FIELD,DISPOSAL,DOA,DEAD,DEAD,"2658 W FLORIDA AVE, DENVER CO 80219"
PIG NEWTON,OTHER,GUINEA PIG,APRICOT,M,MED,10/5/2021,4/5/2022,00:00.0,STRAY,DROP BOX,TRANSFER,HSPPR,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
ROSEMARY,OTHER,GUINEA PIG,RED,F,SMALL,1/6/2022,4/5/2022,00:00.0,STRAY,DROP BOX,TRANSFER,LIBR,NORMAL,T/M EXOTIC,"1241 W BAYAUD AVE, DENVER CO 80223"
MAGNOLIA,OTHER,GUINEA PIG,TRICOLOR,F,SMALL,10/6/2020,4/5/2022,00:00.0,STRAY,DROP BOX,TRANSFER,HSPPR,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
IVY,OTHER,GUINEA PIG,TRICOLOR,F,SMALL,1/6/2022,4/5/2022,00:00.0,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,T/M EXOTIC,"1241 W BAYAUD AVE, DENVER CO 80223"
CYNTHIA,OTHER,GUINEA PIG,BROWN,F,SMALL,1/6/2022,4/5/2022,00:00.0,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,T/M EXOTIC,"1241 W BAYAUD AVE, DENVER CO 80223"
